VarIdentificadorInstitucionEducativa,VarNombreInstitucionEducativa,VarCorreoInstitucionEducativa,NbrTelefonoInstitucionEducativa,VarDescripcionInstitucionEducativa,VarEstadoInstitucionEducativa,VarTipoInstitucionEducativa
4a0f5af8-74f4-11ed-be5f-0242ac1c000c,Instituto Bibiana Morales,bibiana.morales@hotmail.com,964681896,Odio deleniti quibusdam laborum consequuntur distinctio.,Activo,Rural
4a0f5b84-74f4-11ed-be5f-0242ac1c000c,Instituto Sonia Gargallo,sonia.gargallo@hotmail.com,908454101,Quia consectetur vel voluptas aliquid fuga. Maiores quidem officia eligendi aut harum id quod. Vitae eius suscipit ipsum officiis laudantium velit sit.,Activo,Rural
4a0f5c10-74f4-11ed-be5f-0242ac1c000c,Universidad Olivia Ferrera,olivia.ferrera@hotmail.com,905883719,Quibusdam animi quas nostrum rem. Perferendis consequatur nihil nam. Nulla ipsam consequatur architecto temporibus architecto qui.,Inactivo,Rural
4a0f5ca6-74f4-11ed-be5f-0242ac1c000c,Universidad Matilde Niño,matilde.niño@hotmail.com,990465026,Rem quo delectus ex laborum voluptate inventore molestias. Esse assumenda reiciendis ipsa facere praesentium ipsum praesentium.,Activo,Rural
4a0f5d32-74f4-11ed-be5f-0242ac1c000c,Universidad Lina Ayllón,lina.ayllón@hotmail.com,937921111,Consectetur optio quibusdam necessitatibus architecto ipsam modi nemo.,Activo,Urbano
4a0f5dc8-74f4-11ed-be5f-0242ac1c000c,Instituto Santos Montesinos,santos.montesinos@hotmail.com,985553707,Aperiam ea dignissimos delectus odio labore. Provident iusto soluta ab amet dolorem asperiores maiores. Tenetur excepturi nemo corrupti quae totam.,Inactivo,Rural
4a0f5e4a-74f4-11ed-be5f-0242ac1c000c,Universidad Celia Bayo,celia.bayo@hotmail.com,994153053,Libero voluptatibus totam atque inventore dolore. Consequatur assumenda quisquam voluptas. Placeat voluptas voluptatibus reprehenderit ex.,Activo,Urbano
4a0f5ed6-74f4-11ed-be5f-0242ac1c000c,Universidad Nicolás Catalán,nicolás.catalán@hotmail.com,962649336,Repellendus id maxime labore est perspiciatis porro. Quaerat aliquam quis.,Activo,Rural
4a0f5fd0-74f4-11ed-be5f-0242ac1c000c,Universidad Herminia Jáuregui,herminia.jáuregui@hotmail.com,903257514,Architecto laboriosam ab sequi esse facilis rem.,Inactivo,Rural
4a0f6066-74f4-11ed-be5f-0242ac1c000c,Universidad Macario Medina,macario.medina@hotmail.com,917344154,Culpa harum rerum facere qui omnis suscipit id.,Activo,Rural
4a0f60e8-74f4-11ed-be5f-0242ac1c000c,Universidad Aurelio Bustamante,aurelio.bustamante@hotmail.com,974479764,Iste odit veniam beatae sunt corrupti ab. Voluptatibus commodi ab eos voluptatum.,Inactivo,Rural
4a0f6160-74f4-11ed-be5f-0242ac1c000c,Universidad Azeneth Roldan,azeneth.roldan@hotmail.com,918861702,Maxime praesentium sequi eos iure quaerat. Repellat voluptatem commodi quaerat totam quam.,Inactivo,Rural
4a0f61ce-74f4-11ed-be5f-0242ac1c000c,Instituto Teodora Larrañaga,teodora.larrañaga@hotmail.com,900494358,Culpa excepturi aut nemo quo odio minima. Dolorum commodi odio alias velit saepe nobis.,Activo,Urbano
4a0f6246-74f4-11ed-be5f-0242ac1c000c,Instituto Rufina Mateo,rufina.mateo@hotmail.com,988314013,Similique aspernatur necessitatibus dicta fugiat inventore. Quis repellendus animi illo perspiciatis ipsa vel assumenda. Blanditiis sed porro.,Activo,Urbano
4a0f62d2-74f4-11ed-be5f-0242ac1c000c,Universidad José Mari Maza,josé mari.maza@hotmail.com,967628578,Tempora sunt earum quidem aliquid excepturi veniam. Omnis quisquam magnam officia. Dolore necessitatibus minus debitis consequatur voluptatum quaerat.,Activo,Rural
4a0f635e-74f4-11ed-be5f-0242ac1c000c,Instituto Crescencia Neira,crescencia.neira@hotmail.com,999224941,Nostrum incidunt quia. Ipsam ipsum ab praesentium atque.,Inactivo,Rural
4a0f63ea-74f4-11ed-be5f-0242ac1c000c,Instituto Andrés Ruiz,andrés.ruiz@hotmail.com,901544944,Soluta minus cumque quidem voluptatibus. Ratione corporis quaerat ducimus atque.,Activo,Urbano
4a0f646c-74f4-11ed-be5f-0242ac1c000c,Instituto Nando Cerezo,nando.cerezo@hotmail.com,909673328,Ut reprehenderit assumenda harum provident quod. Velit corporis saepe quaerat officiis voluptas hic.,Inactivo,Rural
4a0f6502-74f4-11ed-be5f-0242ac1c000c,Universidad Celso Perelló,celso.perelló@hotmail.com,900071100,Repellat odit in. Qui veniam qui dolore incidunt officiis nisi perspiciatis.,Inactivo,Urbano
4a0f6598-74f4-11ed-be5f-0242ac1c000c,Instituto Salomé Antón,salomé.antón@hotmail.com,908465765,Eveniet eos sed sunt non. Voluptatum fugit iste quibusdam.,Activo,Rural
4a0f6624-74f4-11ed-be5f-0242ac1c000c,Universidad Victoria Gomis,victoria.gomis@hotmail.com,912258246,Culpa voluptatem eligendi ipsum aut nulla itaque. Dolore sint nemo architecto praesentium. Reprehenderit praesentium placeat.,Inactivo,Urbano
4a0f66ba-74f4-11ed-be5f-0242ac1c000c,Universidad Miguela Menéndez,miguela.menéndez@hotmail.com,994564245,Unde quibusdam eos nemo. Incidunt voluptatem vitae quae minus aspernatur.,Activo,Urbano
4a0f673c-74f4-11ed-be5f-0242ac1c000c,Universidad Amanda Figueras,amanda.figueras@hotmail.com,929806643,Expedita harum molestias a voluptates. Enim numquam iure nam enim voluptatum.,Activo,Urbano
4a0f67d2-74f4-11ed-be5f-0242ac1c000c,Instituto Marc Verdugo,marc.verdugo@hotmail.com,976549409,Ipsum maxime quam nesciunt minima provident quas. Commodi exercitationem ut nam magnam. A qui maiores facere dolores. Eum est beatae.,Activo,Rural
4a0f6868-74f4-11ed-be5f-0242ac1c000c,Instituto Roxana Carrasco,roxana.carrasco@hotmail.com,923008695,Distinctio odio aliquid nostrum a quaerat nesciunt. Nemo aut alias velit.,Inactivo,Urbano
4a0f68e0-74f4-11ed-be5f-0242ac1c000c,Universidad Concha Bonilla,concha.bonilla@hotmail.com,901675600,Quod id sed voluptatibus laboriosam aut. Inventore recusandae temporibus quam pariatur eum.,Inactivo,Rural
4a0f696c-74f4-11ed-be5f-0242ac1c000c,Universidad Francisca Murcia,francisca.murcia@hotmail.com,955443842,Minima provident illum at. Perferendis vitae ut laboriosam.,Activo,Urbano
4a0f6a02-74f4-11ed-be5f-0242ac1c000c,Universidad Marino Exposito,marino.exposito@hotmail.com,998378926,Nobis laboriosam quo tenetur. Sunt earum nobis sunt illum ducimus explicabo.,Inactivo,Urbano
4a0f6aa2-74f4-11ed-be5f-0242ac1c000c,Universidad Eliseo Español,eliseo.español@hotmail.com,943066620,Dolorem sequi sunt perspiciatis voluptatum in. Quaerat totam repellat ut dolores ea.,Activo,Urbano
4a0f6b1a-74f4-11ed-be5f-0242ac1c000c,Instituto Che Arco,che.arco@hotmail.com,977457629,Exercitationem tempore tenetur ratione maiores expedita cupiditate atque.,Inactivo,Urbano
4a0f6b88-74f4-11ed-be5f-0242ac1c000c,Universidad Reina Alcalde,reina.alcalde@hotmail.com,966947372,Commodi fugit asperiores dicta similique id. Eligendi distinctio id quas consequuntur laborum similique. Nemo repellendus molestiae officiis sint laudantium odit.,Activo,Rural
4a0f6c14-74f4-11ed-be5f-0242ac1c000c,Instituto Cloe Guerra,cloe.guerra@hotmail.com,908561617,Aliquid dolor expedita necessitatibus.,Inactivo,Rural
4a0f6c82-74f4-11ed-be5f-0242ac1c000c,Instituto Nicolasa Oliver,nicolasa.oliver@hotmail.com,916167566,Ut harum eligendi asperiores provident molestiae laborum. Voluptatem sint eaque.,Inactivo,Rural
4a0f6cfa-74f4-11ed-be5f-0242ac1c000c,Universidad Maximiliano Narváez,maximiliano.narváez@hotmail.com,958851772,Veritatis dolorum incidunt voluptatibus reiciendis deserunt. Recusandae veritatis magnam recusandae minus perspiciatis.,Activo,Rural
4a0f6d86-74f4-11ed-be5f-0242ac1c000c,Universidad Mamen Llamas,mamen.llamas@hotmail.com,948979553,Assumenda aperiam expedita ad est pariatur. Provident facere nobis enim iusto similique consectetur. Similique aut temporibus eos saepe facilis.,Inactivo,Rural
4a0f6e30-74f4-11ed-be5f-0242ac1c000c,Universidad Margarita Oller,margarita.oller@hotmail.com,934567437,Deserunt reiciendis fugit tenetur inventore. Officia tenetur magnam rerum dolore.,Activo,Rural
4a0f6ec6-74f4-11ed-be5f-0242ac1c000c,Instituto Albano Prieto,albano.prieto@hotmail.com,959543272,Ad debitis voluptates eum voluptas. Rerum rem exercitationem rem ipsum quidem. Nisi commodi libero recusandae numquam.,Inactivo,Urbano
4a0f6f52-74f4-11ed-be5f-0242ac1c000c,Universidad Omar Diez,omar.diez@hotmail.com,903707596,Consectetur magni numquam impedit impedit alias dolorum. Ipsam iusto maiores voluptate et architecto necessitatibus.,Inactivo,Rural
4a0f6fde-74f4-11ed-be5f-0242ac1c000c,Universidad Heriberto Boada,heriberto.boada@hotmail.com,920997708,Possimus qui aspernatur reprehenderit voluptatem soluta. Magni in fuga architecto adipisci adipisci corporis beatae. Iste pariatur repellat velit incidunt.,Activo,Urbano
4a0f7060-74f4-11ed-be5f-0242ac1c000c,Instituto Odalys Guijarro,odalys.guijarro@hotmail.com,940989149,Hic inventore nulla dolore. Blanditiis sit deleniti quaerat. Earum laboriosam placeat consectetur cumque facilis.,Activo,Urbano
4a0f70ec-74f4-11ed-be5f-0242ac1c000c,Universidad Desiderio Lumbreras,desiderio.lumbreras@hotmail.com,929252997,Veritatis cupiditate temporibus blanditiis repellendus quisquam. At esse quisquam eveniet nostrum ipsa rem. Tenetur perspiciatis vero aspernatur.,Activo,Rural
4a0f7178-74f4-11ed-be5f-0242ac1c000c,Instituto Eloísa Galan,eloísa.galan@hotmail.com,903555636,Dolorem placeat ut voluptates perferendis voluptates. Sunt omnis earum atque.,Inactivo,Urbano
4a0f7204-74f4-11ed-be5f-0242ac1c000c,Instituto Reina Segovia,reina.segovia@hotmail.com,937190421,Illo accusamus excepturi delectus. Magnam pariatur saepe similique inventore neque. Sint fuga magnam corporis alias cupiditate. Aut exercitationem numquam cumque quasi voluptates quidem.,Activo,Urbano
4a0f75b0-74f4-11ed-be5f-0242ac1c000c,Instituto Eligio Benitez,eligio.benitez@hotmail.com,974260582,Ratione amet accusantium cum odio. Neque soluta totam nostrum animi magni voluptate. Iste quae illo id repellat ipsam consequatur.,Activo,Urbano
4a0f7682-74f4-11ed-be5f-0242ac1c000c,Instituto Máximo Casals,máximo.casals@hotmail.com,940670155,Consectetur nihil commodi. Molestias temporibus nihil architecto impedit expedita. Laborum voluptas praesentium in temporibus distinctio occaecati. Magnam impedit quisquam sint qui magnam.,Activo,Urbano
4a0f7718-74f4-11ed-be5f-0242ac1c000c,Universidad Apolinar Poza,apolinar.poza@hotmail.com,928258594,Eius fuga at quo dignissimos id aut. Minima ullam laboriosam libero repellendus cumque.,Activo,Rural
4a0f7790-74f4-11ed-be5f-0242ac1c000c,Universidad Álvaro Villanueva,álvaro.villanueva@hotmail.com,930642896,Facilis accusamus eos nostrum amet. Velit praesentium nobis amet enim tenetur voluptatem. Eligendi sint architecto ex voluptas blanditiis occaecati.,Activo,Urbano
4a0f7808-74f4-11ed-be5f-0242ac1c000c,Instituto Ricarda Bravo,ricarda.bravo@hotmail.com,981585072,Voluptatum rerum placeat quaerat amet. Praesentium expedita culpa nihil.,Inactivo,Urbano
4a0f7880-74f4-11ed-be5f-0242ac1c000c,Universidad Rosa María Company,rosa maría.company@hotmail.com,981632568,Aut quo numquam dignissimos soluta. Vitae eligendi incidunt mollitia molestias. At eligendi nisi a voluptatem iure at.,Activo,Urbano
4a0f78ee-74f4-11ed-be5f-0242ac1c000c,Instituto Atilio Ribes,atilio.ribes@hotmail.com,996883399,Voluptate quis modi porro. Reprehenderit illo atque libero. Et officia reiciendis blanditiis.,Activo,Urbano
4a0f7970-74f4-11ed-be5f-0242ac1c000c,Universidad Joan Linares,joan.linares@hotmail.com,949320279,Quia quasi nesciunt tenetur. Maxime quia enim vel nesciunt debitis laudantium. Temporibus non aliquam hic.,Activo,Rural
4a0f79de-74f4-11ed-be5f-0242ac1c000c,Instituto Aitor Blasco,aitor.blasco@hotmail.com,949363590,Fuga quia quasi esse laborum dicta sunt. Atque nemo porro exercitationem cupiditate. Ex illo iusto pariatur.,Inactivo,Rural
4a0f7a60-74f4-11ed-be5f-0242ac1c000c,Instituto Pepita Marin,pepita.marin@hotmail.com,908030955,Minus corrupti rerum laboriosam. Iste non esse adipisci neque aut fugiat reprehenderit. Illum occaecati labore porro.,Activo,Urbano
4a0f7ad8-74f4-11ed-be5f-0242ac1c000c,Instituto Camilo Urrutia,camilo.urrutia@hotmail.com,963409865,Neque ad amet fugiat expedita. Placeat ipsum laudantium veritatis dolores nobis necessitatibus. Excepturi unde ex pariatur ipsum quo architecto.,Activo,Rural
4a0f7b50-74f4-11ed-be5f-0242ac1c000c,Instituto Jorge Zaragoza,jorge.zaragoza@hotmail.com,904412940,Ea porro facere earum debitis inventore adipisci vitae. Facere est assumenda molestiae cupiditate. Et maiores voluptatibus repellat vitae laudantium.,Activo,Urbano
4a0f7c0e-74f4-11ed-be5f-0242ac1c000c,Instituto Jordi Blanch,jordi.blanch@hotmail.com,952317618,Accusantium repellat omnis quas necessitatibus corporis unde. Iste labore perspiciatis. Quibusdam cupiditate soluta non. Quis non molestias nisi enim sapiente libero.,Activo,Urbano
4a0f7c86-74f4-11ed-be5f-0242ac1c000c,Universidad Che Viana,che.viana@hotmail.com,982060108,Delectus maiores delectus nisi saepe. Incidunt suscipit quae explicabo. Veritatis esse magni aspernatur.,Activo,Urbano
4a0f7cfe-74f4-11ed-be5f-0242ac1c000c,Universidad Azahara Atienza,azahara.atienza@hotmail.com,953582715,Explicabo ducimus vel rerum deserunt quam minima. Excepturi tempora aliquid necessitatibus.,Activo,Rural
4a0f7d6c-74f4-11ed-be5f-0242ac1c000c,Universidad Desiderio Ballester,desiderio.ballester@hotmail.com,961932581,Quod hic earum unde voluptatibus fugiat qui. Nobis est soluta facilis fugit consectetur.,Activo,Urbano
4a0f7de4-74f4-11ed-be5f-0242ac1c000c,Universidad Salomé Dalmau,salomé.dalmau@hotmail.com,954281167,Nesciunt magni officia maxime ducimus commodi quasi unde. Nobis corrupti voluptas ipsam rem.,Inactivo,Rural
4a0f7e70-74f4-11ed-be5f-0242ac1c000c,Instituto Juan Bautista Abril,juan bautista.abril@hotmail.com,925667368,Natus dolor nam quasi. Neque blanditiis dicta architecto molestiae officiis. Optio quasi distinctio tempore recusandae eum explicabo.,Activo,Rural
4a0f7ede-74f4-11ed-be5f-0242ac1c000c,Universidad Valeria Alvarado,valeria.alvarado@hotmail.com,989860711,Laudantium provident nemo accusamus voluptas saepe. Adipisci delectus eveniet quibusdam. Cumque eius voluptates dolorem laborum.,Activo,Urbano
4a0f7f56-74f4-11ed-be5f-0242ac1c000c,Universidad Bautista Hernández,bautista.hernández@hotmail.com,970865653,Facere illum tempore totam explicabo debitis. Totam unde nulla accusantium nam quam deleniti. Corporis aliquam necessitatibus reprehenderit at. Molestiae animi dignissimos modi dolorem culpa.,Inactivo,Rural
4a0f7fce-74f4-11ed-be5f-0242ac1c000c,Instituto Bonifacio Mora,bonifacio.mora@hotmail.com,906376133,Corrupti quisquam inventore odit et voluptate. Facere odit sit provident. Ipsa at id magnam minus itaque.,Inactivo,Rural
4a0f8064-74f4-11ed-be5f-0242ac1c000c,Instituto Diego Rodriguez,diego.rodriguez@hotmail.com,911819970,Recusandae dolor atque aliquam. Inventore placeat et.,Inactivo,Urbano
4a0f80dc-74f4-11ed-be5f-0242ac1c000c,Instituto Josep Cabo,josep.cabo@hotmail.com,926752680,Esse ipsa ratione consequatur. Odio consectetur doloremque sunt exercitationem numquam perferendis.,Inactivo,Urbano
4a0f8172-74f4-11ed-be5f-0242ac1c000c,Universidad Matilde Soler,matilde.soler@hotmail.com,916768073,Magnam repudiandae unde harum iusto odit rerum vitae. Explicabo nemo aliquam aspernatur animi ex error. Cum dolores at delectus. Praesentium esse accusamus occaecati esse.,Inactivo,Rural
4a0f81f4-74f4-11ed-be5f-0242ac1c000c,Universidad Georgina Rubio,georgina.rubio@hotmail.com,957612761,Sequi eaque quam fugit earum delectus corporis. Eveniet dolor doloribus iure saepe tempore mollitia minima. Exercitationem ipsa quasi sunt.,Activo,Rural
4a0fb96c-74f4-11ed-be5f-0242ac1c000c,Instituto Guiomar Valcárcel,guiomar.valcárcel@hotmail.com,980752196,Alias corrupti voluptatem eos commodi tenetur. Iure labore sequi aliquam.,Activo,Rural
4a0fbafc-74f4-11ed-be5f-0242ac1c000c,Instituto Raúl Gomila,raúl.gomila@hotmail.com,997231703,Earum natus animi inventore. Ipsa neque possimus minima saepe repellendus aliquam. Placeat voluptates quo optio.,Activo,Urbano
4a0fbbba-74f4-11ed-be5f-0242ac1c000c,Universidad Berta Lucas,berta.lucas@hotmail.com,917352695,Dignissimos veritatis corporis rem nihil necessitatibus. Necessitatibus minima eius facilis neque minima.,Activo,Urbano
4a0fbc5a-74f4-11ed-be5f-0242ac1c000c,Instituto Lorenzo Estévez,lorenzo.estévez@hotmail.com,955400037,Laborum officia mollitia dignissimos temporibus dolore nisi eius. Fugiat doloribus ipsam recusandae amet velit qui.,Activo,Urbano
4a0fbcfa-74f4-11ed-be5f-0242ac1c000c,Universidad Guadalupe Palacio,guadalupe.palacio@hotmail.com,980917706,Ad voluptate incidunt. Exercitationem esse iure pariatur doloribus cum.,Inactivo,Urbano
4a0fbd9a-74f4-11ed-be5f-0242ac1c000c,Universidad Vidal Aramburu,vidal.aramburu@hotmail.com,977861808,Magnam facere expedita aut error in ea. Magni repellendus sunt earum.,Inactivo,Urbano
4a0fbe1c-74f4-11ed-be5f-0242ac1c000c,Instituto Abigaíl Peralta,abigaíl.peralta@hotmail.com,993852677,Sunt ex illum aut nesciunt. Inventore sapiente veniam expedita animi.,Inactivo,Rural
4a0fbebc-74f4-11ed-be5f-0242ac1c000c,Universidad Ángela Castell,ángela.castell@hotmail.com,918750102,Delectus molestias qui accusamus ipsum eos. Mollitia adipisci dolor eius.,Inactivo,Rural
4a0fbf5c-74f4-11ed-be5f-0242ac1c000c,Instituto Galo Camacho,galo.camacho@hotmail.com,926828809,Ratione placeat ut. Quas exercitationem amet dolor illo facilis illo.,Activo,Rural
4a0fbffc-74f4-11ed-be5f-0242ac1c000c,Instituto Rufina Losada,rufina.losada@hotmail.com,923385781,Sunt perferendis ipsa dolorum dolorem quidem dicta. At aut odio nobis occaecati aliquid quis. Iure sed modi ipsum error illum iusto. Ipsum tempore nesciunt corporis illum.,Activo,Rural
4a0fc182-74f4-11ed-be5f-0242ac1c000c,Universidad Adora Alegria,adora.alegria@hotmail.com,966695603,Esse ipsa debitis doloribus earum consectetur. Rerum eum est nesciunt.,Activo,Urbano
4a0fc268-74f4-11ed-be5f-0242ac1c000c,Instituto Crescencia Zapata,crescencia.zapata@hotmail.com,927632930,Doloribus soluta asperiores at praesentium quidem error. Sapiente adipisci laborum alias quia. Soluta excepturi voluptatibus. Laboriosam eveniet sunt voluptas delectus.,Activo,Rural
4a0fc308-74f4-11ed-be5f-0242ac1c000c,Universidad Manu Verdugo,manu.verdugo@hotmail.com,952900682,Iste dolores repellendus ullam corrupti. Qui saepe perferendis saepe. Qui quis iure.,Inactivo,Rural
4a0fc3a8-74f4-11ed-be5f-0242ac1c000c,Instituto Poncio Donaire,poncio.donaire@hotmail.com,935060997,Eos impedit at officia a. Odio tempore quod temporibus molestias aperiam natus.,Activo,Rural
4a0fc434-74f4-11ed-be5f-0242ac1c000c,Universidad Plácido Mendizábal,plácido.mendizábal@hotmail.com,912420278,Nihil minima enim doloremque nemo asperiores sunt neque.,Activo,Rural
4a0fc4b6-74f4-11ed-be5f-0242ac1c000c,Instituto Victor Manuel Pedrosa,victor manuel.pedrosa@hotmail.com,947049284,Harum accusantium magni officiis. Hic mollitia non soluta.,Inactivo,Urbano
4a0fc54c-74f4-11ed-be5f-0242ac1c000c,Universidad Paca Paredes,paca.paredes@hotmail.com,946530226,Veniam beatae natus nobis sunt. Mollitia molestias deserunt beatae voluptates blanditiis.,Inactivo,Urbano
4a0fc5ce-74f4-11ed-be5f-0242ac1c000c,Universidad Dafne Prieto,dafne.prieto@hotmail.com,983433139,Consequatur omnis facilis corrupti nostrum. Illo aperiam excepturi laborum. Hic facere aliquid atque omnis sed excepturi.,Inactivo,Urbano
4a0fc664-74f4-11ed-be5f-0242ac1c000c,Instituto Martín Andrade,martín.andrade@hotmail.com,951506199,Minus dolore sapiente est similique omnis similique. Nihil quasi nostrum nobis.,Activo,Urbano
4a0fc6e6-74f4-11ed-be5f-0242ac1c000c,Universidad Eugenio Santamaria,eugenio.santamaria@hotmail.com,948107678,Soluta sint veritatis voluptate a incidunt consequuntur. Amet inventore repellendus asperiores consequuntur.,Inactivo,Rural
