VarIdentificadorParametros,VarAccionAfirSocioecoParametros,VarAccionAfirTerriParametros,VarAccionAfirRuralParametros,VarAccionAfirVulneraParametros,VarAccionAfirPueblosNacionParametros,VarCuposOfertaCarParametros,DtCuposOfertaCarParametros,VarNotaReferCarParametros
0aab18fe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,11,3/7/2022,989
0aab1994-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,16,18/9/2022,902
0aab1a2a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,31,20/11/2022,806
0aab1ac0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,12,7/9/2022,819
0aab1b92-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,15,9/8/2022,973
0aab1c5a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,4,10/10/2022,807
0aab1cf0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,14,22/10/2022,746
0aab1d86-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,19,4/10/2022,901
0aab1e26-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,9,2/7/2022,945
0aab1f16-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,27,11/5/2022,873
0aab1fb6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,27,28/8/2022,939
0aab204c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,20,9/10/2022,767
0aab20e2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,3,29/11/2022,983
0aab2178-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,1,2/9/2022,927
0aab220e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,3,3/11/2022,714
0aab22a4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,6,5/9/2022,804
0aab233a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,38,8/5/2022,857
0aab23d0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,10,12/7/2022,949
0aab245c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,46,17/6/2022,912
0aab24f2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,32,15/11/2022,825
0aab2592-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,9,14/8/2022,975
0aab2682-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,33,7/6/2022,955
0aab2cfe-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,11,8/5/2022,806
0aab2da8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,24,16/6/2022,831
0aab2e3e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,21,28/5/2022,964
0aab2ee8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,8,14/7/2022,870
0aab2f7e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,33,17/7/2022,739
0aab3014-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,22,20/8/2022,913
0aab30b4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,6,20/5/2022,703
0aab314a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,26,22/10/2022,753
0aab31e0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,41,9/11/2022,794
0aab326c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,42,8/7/2022,916
0aab3316-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,20,21/10/2022,920
0aab33b6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,7,6/7/2022,870
0aab344c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,3,5/9/2022,732
0aab34e2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,3,19/11/2022,948
0aab356e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,34,5/11/2022,920
0aab3604-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,21,18/9/2022,770
0aab36a4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,43,24/10/2022,888
0aab3744-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,47,20/5/2022,747
0aab37e4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,24,10/8/2022,921
0aab387a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,14,28/5/2022,904
0aab3910-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Verdadero,3,2/11/2022,881
0aab39a6-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,1,8/8/2022,803
0aab3a3c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,39,1/11/2022,870
0aab3ad2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,44,14/11/2022,990
0aab3b90-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,0,1/10/2022,852
0aab3c26-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,31,18/5/2022,714
0aab3cbc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,6,29/9/2022,835
0aab3d5c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,20,5/6/2022,949
0aab3df2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,1,26/9/2022,939
0aab3e88-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,28,7/10/2022,994
0aab3f28-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,2,26/8/2022,912
0aab3fbe-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,41,14/5/2022,970
0aab4054-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,5,20/11/2022,764
0aab40e0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,8,3/9/2022,811
0aab4180-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,30,21/11/2022,844
0aab4216-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,10,23/5/2022,937
0aab42a2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,21,5/7/2022,993
0aab4338-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,43,12/10/2022,721
0aab4518-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,41,22/10/2022,970
0aab4612-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,17,14/7/2022,966
0aab46bc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,35,13/11/2022,854
0aab475c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,42,10/7/2022,908
0aab4810-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,29,10/6/2022,760
0aab48ba-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,8,15/7/2022,991
0aab495a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Falso,49,13/5/2022,841
0aab4a04-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,41,17/11/2022,857
0aab4ab8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,2,19/7/2022,720
0aab4b58-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,5,6/8/2022,980
0aab4c02-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,4,5/7/2022,881
0aab4ca2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,28,13/7/2022,743
0aab4d42-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,11,1/7/2022,923
0aab5076-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,26,8/10/2022,972
0aab5148-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,36,19/8/2022,794
0aab51e8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,31,20/10/2022,735
0aab5292-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,6,16/6/2022,886
0aab5328-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,47,3/5/2022,918
0aab53c8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,6,15/9/2022,924
0aab5468-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,47,14/10/2022,751
0aab5508-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,48,29/11/2022,710
0aab55a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,39,19/7/2022,712
0aab5648-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,42,16/10/2022,708
0aab56de-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,31,18/5/2022,972
0aab577e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,41,8/7/2022,754
0aab5846-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,42,18/7/2022,708
0aab58f0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,47,31/5/2022,864
0aab5986-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,17,18/7/2022,928
0aab5a30-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Verdadero,2,13/5/2022,788
0aab5af8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,49,6/9/2022,885
0aab5b98-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,6,13/10/2022,856
0aab5c38-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,8,25/5/2022,706
0aab5cd8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,35,9/11/2022,940
0aab5de6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,1,17/6/2022,916
0aab5e72-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,47,27/5/2022,861
0aab5efe-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,7,4/8/2022,819
0aab5f94-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,34,8/10/2022,777
0aab602a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,22,7/6/2022,983
0aab60c0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,25,13/11/2022,906
0aab6156-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,17,3/5/2022,923
0aab61f6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,21,3/8/2022,941
0aab628c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,22,4/10/2022,957
0aab6322-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,21,24/7/2022,898
0aab63b8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,32,24/11/2022,819
0aab6458-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,4,2/6/2022,758
0aab64ee-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,15,16/10/2022,712
0aab65a2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,6,29/8/2022,903
0aab6638-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,45,28/5/2022,894
0aab6778-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,24,7/5/2022,882
0aab6818-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,8,28/5/2022,921
0aab68c2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,4,12/7/2022,805
0aab6962-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,49,20/6/2022,968
0aab6a02-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,17,17/5/2022,936
0aab6aa2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,20,19/6/2022,796
0aab6b4c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,30,22/10/2022,833
0aab6bec-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,38,28/11/2022,722
0aab6ce6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,50,11/10/2022,986
0aab6d90-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,18,19/5/2022,747
0aab6e30-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,46,18/7/2022,740
0aab6ed0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,40,17/5/2022,863
0aab6f7a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,34,20/7/2022,953
0aab7024-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,15,28/10/2022,741
0aab70ce-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,13,8/7/2022,912
0aab7164-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,49,6/8/2022,984
0aab720e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,29,23/7/2022,927
0aab72ae-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,34,30/8/2022,951
0aab7358-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,27,4/9/2022,867
0aab73ee-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,20,10/7/2022,706
0aab86e0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,5,25/6/2022,814
0aab88a2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Verdadero,25,19/7/2022,747
0aab8956-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,8,19/5/2022,813
0aab8a0a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,35,16/5/2022,757
0aab8aaa-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,27,21/5/2022,845
0aab8b40-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,16,21/5/2022,883
0aab8c30-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,47,22/7/2022,744
0aab8cd0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,22,26/8/2022,796
0aab8d66-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,19,29/10/2022,733
0aab8dfc-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,16,6/7/2022,719
0aab8e92-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,39,19/5/2022,707
0aab8f28-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,45,16/11/2022,824
0aab8fbe-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,26,12/11/2022,923
0aab905e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,19,20/6/2022,853
0aab90f4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,23,5/5/2022,959
0aab9194-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Verdadero,8,5/8/2022,915
0aab922a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,36,23/7/2022,721
0aab92c0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,2,11/6/2022,910
0aab9360-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,25,21/9/2022,870
0aab94c8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,1,28/8/2022,741
0aab9586-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,30,3/11/2022,700
0aab9626-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,33,24/5/2022,925
0aab96bc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,1,6/9/2022,900
0aab975c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,48,18/8/2022,893
0aab97f2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,8,1/11/2022,925
0aab9888-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,24,13/11/2022,948
0aab9928-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,15,6/5/2022,810
0aab99be-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,4,2/11/2022,916
0aab9a4a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,17,7/11/2022,911
0aabaada-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Verdadero,5,2/11/2022,798
0aabaca6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,27,8/9/2022,787
0aabad64-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,18,23/7/2022,978
0aabae0e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Verdadero,48,25/7/2022,729
0aabaf44-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,12,4/11/2022,902
0aabb066-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,26,8/6/2022,993
0aabb0f2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,9,7/6/2022,796
0aabb174-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,28,7/9/2022,956
0aabb214-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,35,18/7/2022,763
0aabb34a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,46,2/9/2022,992
0aabb3e0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,4,10/7/2022,979
0aabb480-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,38,23/10/2022,790
0aabb520-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,46,12/8/2022,817
0aabb5c0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,38,9/8/2022,779
0aabb66a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,39,17/5/2022,816
0aabb70a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,12,25/8/2022,902
0aabb7dc-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,14,25/11/2022,986
0aabb87c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,17,22/7/2022,796
0aabb91c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,13,27/8/2022,724
0aabb9c6-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,28,5/9/2022,803
0aabba5c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,5,7/5/2022,982
0aabbb6a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,30,29/6/2022,866
0aabbc00-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,5,27/6/2022,838
0aabbca0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,6,12/6/2022,830
0aabbd2c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,2,8/5/2022,770
0aabbdcc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,46,14/8/2022,755
0aabbe62-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,15,2/7/2022,835
0aabbef8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Falso,36,4/6/2022,745
0aabbf98-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,4,13/6/2022,763
0aabc038-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,16,7/5/2022,731
0aabc0ce-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,11,5/6/2022,987
0aabc16e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,3,10/10/2022,745
0aabc29a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,4,22/9/2022,920
0aabc330-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,14,6/5/2022,752
0aabc45c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,29,28/9/2022,861
0aabc506-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,2,13/6/2022,789
0aabc5a6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,49,4/6/2022,908
0aabda64-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,41,11/9/2022,845
0aabdb72-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,50,11/8/2022,802
0aabdc1c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,4,29/6/2022,824
0aabdcbc-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,39,14/9/2022,909
0aabdd52-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,39,3/10/2022,814
0aabddf2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,27,17/6/2022,861
0aabde92-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,29,3/9/2022,975
0aabdf28-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,34,7/9/2022,754
0aabdfc8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,29,14/5/2022,786
0aabe05e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,10,29/10/2022,823
0aabe0f4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,6,25/7/2022,874
0aabe18a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,39,26/8/2022,757
0aabe27a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,4,9/9/2022,921
0aabe31a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,7,9/11/2022,997
0aabe3b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,17,21/10/2022,793
0aabe446-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,32,18/7/2022,987
0aabe4e6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,49,29/5/2022,805
0aabe5a4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,46,30/5/2022,913
0aabe644-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,6,22/8/2022,987
0aabe6da-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Verdadero,34,10/11/2022,808
0aabe770-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,32,2/9/2022,858
0aabe806-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,45,30/6/2022,886
0aabe89c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,16,15/8/2022,793
0aabe932-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,1,27/11/2022,935
0aabe9d2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,14,15/6/2022,899
0aabec48-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,50,23/5/2022,897
0aabece8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,41,7/7/2022,926
0aabed7e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,47,25/9/2022,918
0aabee14-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,19,17/11/2022,704
0aabeeb4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,4,26/11/2022,758
0aabef40-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,36,21/6/2022,967
0aabefd6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,43,29/9/2022,820
0aabf06c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,18,26/6/2022,994
0aabf102-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,23,19/6/2022,808
