VarIdentificadorSedes,VarNombreSedes,VarDescripcionSedes,NbrTelefonoSedes,VarEstadoSedes,VarIdentificadorProvincia,VarIdentificadorParroquia,VarIdentificadorCanton,VarIdentificadorInstitucionEducativa
19047852-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - PIÑAS,Autem beatae nemo tempora. Hic at quae rem. Molestias beatae impedit nostrum sequi voluptates inventore.,944456501,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359d31c8-74f7-11ed-a487-0242ac1c000c,8c05267e-74f7-11ed-884d-0242ac1c000c,4a0f40b8-74f4-11ed-be5f-0242ac1c000c
19047956-74f5-11ed-b0b8-0242ac1c000c,LA JOYA DE LOS SACHAS,Minus tenetur aut nobis maxime molestiae. Itaque iure architecto modi dolorum cumque perspiciatis cum. Velit soluta itaque voluptatem fuga iure. Est aut nostrum.,923369661,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359d3254-74f7-11ed-a487-0242ac1c000c,8c0526e2-74f7-11ed-884d-0242ac1c000c,4a0f413a-74f4-11ed-be5f-0242ac1c000c
19047a64-74f5-11ed-b0b8-0242ac1c000c,BAÑOS,Ratione dicta earum nihil animi nostrum sint. Harum maxime quod quidem delectus sapiente molestias enim. Tempore magni vero dolorum.,914460923,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359d32ea-74f7-11ed-a487-0242ac1c000c,8c05278c-74f7-11ed-884d-0242ac1c000c,4a0f41c6-74f4-11ed-be5f-0242ac1c000c
19047b54-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - PORTOVIEJO,Dignissimos non aliquid animi. Maxime quo vitae sint impedit incidunt. Quis aut quaerat deserunt cupiditate maiores.,971990558,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359d3380-74f7-11ed-a487-0242ac1c000c,8c0527f0-74f7-11ed-884d-0242ac1c000c,4a0f4252-74f4-11ed-be5f-0242ac1c000c
19047c3a-74f5-11ed-b0b8-0242ac1c000c,PELILEO,Atque rem eveniet sint. Illo mollitia molestias aspernatur consequatur assumenda autem adipisci. Recusandae temporibus corrupti dolor consectetur saepe eos.,996894903,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359d340c-74f7-11ed-a487-0242ac1c000c,8c052854-74f7-11ed-884d-0242ac1c000c,4a0f42de-74f4-11ed-be5f-0242ac1c000c
19047d20-74f5-11ed-b0b8-0242ac1c000c,PORTOVIEJO,Quia accusantium optio culpa quis. Atque voluptatibus ipsam molestias accusantium earum fugiat.,983007884,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359d34a2-74f7-11ed-a487-0242ac1c000c,8c0528b8-74f7-11ed-884d-0242ac1c000c,4a0f434c-74f4-11ed-be5f-0242ac1c000c
19047ea6-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - YANZATZA,Corrupti quae voluptatum enim. At provident quos omnis. Sed sit nam expedita sapiente illum non voluptatibus.,997538867,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359d3542-74f7-11ed-a487-0242ac1c000c,8c052926-74f7-11ed-884d-0242ac1c000c,4a0f43c4-74f4-11ed-be5f-0242ac1c000c
19047fa0-74f5-11ed-b0b8-0242ac1c000c,QUININDE,Quas officia iusto alias iste rem consequatur impedit. Quaerat blanditiis odio hic numquam nam illo earum. Animi deserunt provident dignissimos perspiciatis perspiciatis.,970753020,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359d35ce-74f7-11ed-a487-0242ac1c000c,8c052980-74f7-11ed-884d-0242ac1c000c,4a0f4432-74f4-11ed-be5f-0242ac1c000c
190480f4-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - COTACACHI,Fugiat tenetur eaque distinctio. Eos accusamus neque possimus fugit.,994838561,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359d365a-74f7-11ed-a487-0242ac1c000c,8c0529ee-74f7-11ed-884d-0242ac1c000c,4a0f44aa-74f4-11ed-be5f-0242ac1c000c
1904822a-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - SANGOLQUI,Optio soluta tempora saepe. Quod culpa ipsa debitis. Sint laborum maiores.,983168333,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359d36f0-74f7-11ed-a487-0242ac1c000c,8c052a48-74f7-11ed-884d-0242ac1c000c,4a0f4518-74f4-11ed-be5f-0242ac1c000c
1904832e-74f5-11ed-b0b8-0242ac1c000c,CUENCA,Cumque neque dolorem nostrum. Ad nobis dolorum minus pariatur culpa. Aliquid iste laudantium odio deserunt.,908226840,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359d3786-74f7-11ed-a487-0242ac1c000c,8c052aac-74f7-11ed-884d-0242ac1c000c,4a0f4586-74f4-11ed-be5f-0242ac1c000c
1904843c-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - SIMIATUG,Molestias eos autem. Quas sed velit alias.,976864874,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359d381c-74f7-11ed-a487-0242ac1c000c,8c052b10-74f7-11ed-884d-0242ac1c000c,4a0f45fe-74f4-11ed-be5f-0242ac1c000c
1904852c-74f5-11ed-b0b8-0242ac1c000c,QUEVEDO,Qui dolor aliquid illo. Atque et dolorem similique reiciendis impedit magni. Sequi dolore fuga dolores debitis.,969695953,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359d38b2-74f7-11ed-a487-0242ac1c000c,8c052b9c-74f7-11ed-884d-0242ac1c000c,4a0f4662-74f4-11ed-be5f-0242ac1c000c
19048612-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - Sede SUCUA,Porro natus asperiores nam quos nam. Ipsa dolorum adipisci porro nemo. Doloremque beatae officia a vero ab.,908434942,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359d397a-74f7-11ed-a487-0242ac1c000c,8c052c00-74f7-11ed-884d-0242ac1c000c,4a0f46d0-74f4-11ed-be5f-0242ac1c000c
190486f8-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - TENA,Consequatur reprehenderit omnis et. Dolorem reiciendis vero excepturi. Dolore ipsam esse veniam sapiente corrupti animi.,948769590,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359d3a10-74f7-11ed-a487-0242ac1c000c,8c052c5a-74f7-11ed-884d-0242ac1c000c,4a0f473e-74f4-11ed-be5f-0242ac1c000c
190487de-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - CHIMBO,Aliquid laborum eius nostrum ullam quas ut. Quaerat repudiandae praesentium dolores quidem.,930720571,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359d3b0a-74f7-11ed-a487-0242ac1c000c,8c052cbe-74f7-11ed-884d-0242ac1c000c,4a0f47a2-74f4-11ed-be5f-0242ac1c000c
190488ce-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - TULCAN,Quibusdam quod numquam eum. Expedita eligendi cupiditate consequuntur odio maxime.,997131328,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359d3baa-74f7-11ed-a487-0242ac1c000c,8c052d18-74f7-11ed-884d-0242ac1c000c,4a0f482e-74f4-11ed-be5f-0242ac1c000c
190489b4-74f5-11ed-b0b8-0242ac1c000c,DISTRITO METROPOLITANO DE QUITO MATRIZ,Natus veritatis a perferendis autem sed tenetur. Quaerat nobis repudiandae impedit cupiditate cupiditate voluptatum. Sed velit architecto.,995283969,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359d3c40-74f7-11ed-a487-0242ac1c000c,8c052d7c-74f7-11ed-884d-0242ac1c000c,4a0f48ba-74f4-11ed-be5f-0242ac1c000c
19048aae-74f5-11ed-b0b8-0242ac1c000c,LATACUNGA,Iste repellendus fugit optio delectus provident. Sapiente vel consequuntur autem. Deleniti deleniti magnam.,954514934,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359d3cd6-74f7-11ed-a487-0242ac1c000c,8c052de0-74f7-11ed-884d-0242ac1c000c,4a0f4946-74f4-11ed-be5f-0242ac1c000c
19048bb2-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - SANTO DOMINGO DE LOS COLORADOS,Delectus ipsum qui perferendis blanditiis tempore. Ipsa consequatur ducimus molestias laudantium fuga iste maiores.,958854749,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359d3d6c-74f7-11ed-a487-0242ac1c000c,8c052e3a-74f7-11ed-884d-0242ac1c000c,4a0f49c8-74f4-11ed-be5f-0242ac1c000c
19048cca-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - ESMERALDAS,Veritatis consequatur asperiores illum perspiciatis. Aperiam praesentium magni vel illum. Unde ad placeat ipsa eveniet.,929574416,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359d3e02-74f7-11ed-a487-0242ac1c000c,8c052e9e-74f7-11ed-884d-0242ac1c000c,4a0f4a54-74f4-11ed-be5f-0242ac1c000c
19048dc4-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - CAMPUS CENTRAL,Nobis repellat repellat recusandae consectetur. Error ipsum ad necessitatibus fugit necessitatibus. Natus magnam est cumque veritatis excepturi dignissimos.,962133490,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359d3e98-74f7-11ed-a487-0242ac1c000c,8c052ef8-74f7-11ed-884d-0242ac1c000c,4a0f4ae0-74f4-11ed-be5f-0242ac1c000c
19048ed2-74f5-11ed-b0b8-0242ac1c000c,SEDE - PORTOVIEJO-CHONE-BAHIA DE CARAQUEZ,Velit voluptatem eligendi quis id eum nulla. Animi animi corrupti sint ab. In mollitia tempora incidunt reiciendis quisquam aut. Molestias eos ipsam est repellat natus laboriosam ex.,954858772,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359d3fe2-74f7-11ed-a487-0242ac1c000c,8c052f5c-74f7-11ed-884d-0242ac1c000c,4a0f4c0c-74f4-11ed-be5f-0242ac1c000c
19048fcc-74f5-11ed-b0b8-0242ac1c000c,SEDE - SANTO DOMINGO DE LOS TSACHILAS,Velit minus beatae quos inventore repudiandae est. Nostrum magnam assumenda amet saepe soluta occaecati. Quae eveniet repellat expedita eos.,985794758,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359d408c-74f7-11ed-a487-0242ac1c000c,8c052fc0-74f7-11ed-884d-0242ac1c000c,4a0f4ca2-74f4-11ed-be5f-0242ac1c000c
190490c6-74f5-11ed-b0b8-0242ac1c000c,SEDE - ESMERALDAS,Placeat similique quibusdam facilis. Dicta cum aliquid fugiat nostrum vero ab laboriosam.,946468645,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359d412c-74f7-11ed-a487-0242ac1c000c,8c053024-74f7-11ed-884d-0242ac1c000c,4a0f4d10-74f4-11ed-be5f-0242ac1c000c
190492b0-74f5-11ed-b0b8-0242ac1c000c,PORTOVIEJO SEDE,Dignissimos facilis qui impedit accusantium. Recusandae ad vitae voluptatum molestiae quis sit vel. Neque et est quibusdam recusandae earum.,974516084,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359d41cc-74f7-11ed-a487-0242ac1c000c,8c05307e-74f7-11ed-884d-0242ac1c000c,4a0f4d92-74f4-11ed-be5f-0242ac1c000c
190493d2-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - PORTOVIEJO-CHONE-BAHIA DE CARAQUEZ,Nihil rem ipsam nobis neque esse earum. Ratione ad architecto voluptatum tempore suscipit possimus. Fuga impedit praesentium corporis doloremque.,962364035,Activo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359d426c-74f7-11ed-a487-0242ac1c000c,8c0530e2-74f7-11ed-884d-0242ac1c000c,4a0f4e00-74f4-11ed-be5f-0242ac1c000c
190494c2-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - AMBATO,Qui ullam pariatur mollitia reiciendis dignissimos quisquam qui. Pariatur architecto sit velit. Aliquam repellendus earum non ad.,913260420,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359d430c-74f7-11ed-a487-0242ac1c000c,8c05313c-74f7-11ed-884d-0242ac1c000c,4a0f4e8c-74f4-11ed-be5f-0242ac1c000c
190495b2-74f5-11ed-b0b8-0242ac1c000c,SEDE - MILAGRO,Mollitia facere nihil magnam. Officiis recusandae necessitatibus quo illum. Quae cum rerum numquam tempora.,923744841,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359d43ac-74f7-11ed-a487-0242ac1c000c,8c0531a0-74f7-11ed-884d-0242ac1c000c,4a0f4f22-74f4-11ed-be5f-0242ac1c000c
19049698-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - MILAGRO,Eos porro sint atque. Tempora labore quibusdam a cumque.,967636026,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359d444c-74f7-11ed-a487-0242ac1c000c,8c05322c-74f7-11ed-884d-0242ac1c000c,4a0f4fae-74f4-11ed-be5f-0242ac1c000c
1904977e-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - EL TRIUNFO,Voluptatibus sequi molestias. Facere tempore similique distinctio.,920564843,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359d4528-74f7-11ed-a487-0242ac1c000c,8c0532a4-74f7-11ed-884d-0242ac1c000c,4a0f503a-74f4-11ed-be5f-0242ac1c000c
1904986e-74f5-11ed-b0b8-0242ac1c000c,NARANJAL,Vitae laboriosam doloremque. Amet quaerat minima modi animi perferendis eum. Quas facere aspernatur recusandae.,937380270,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359d45d2-74f7-11ed-a487-0242ac1c000c,8c0532fe-74f7-11ed-884d-0242ac1c000c,4a0f50c6-74f4-11ed-be5f-0242ac1c000c
19049954-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - LA TRONCAL,Omnis incidunt a quasi doloribus. Id facere id nobis id. Illum nisi excepturi assumenda sequi.,996265349,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359d4672-74f7-11ed-a487-0242ac1c000c,8c05336c-74f7-11ed-884d-0242ac1c000c,4a0f5152-74f4-11ed-be5f-0242ac1c000c
19049a44-74f5-11ed-b0b8-0242ac1c000c,MORONA,Dolores eos sapiente eveniet dolorum labore. Animi accusamus cupiditate cupiditate numquam omnis iste dolore. Sed laborum voluptatem hic impedit corrupti odit.,944108107,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359d4712-74f7-11ed-a487-0242ac1c000c,8c0533d0-74f7-11ed-884d-0242ac1c000c,4a0f51e8-74f4-11ed-be5f-0242ac1c000c
19049b20-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - AZOGUES,Nulla voluptas delectus perspiciatis asperiores ratione laborum.,989506617,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359d47b2-74f7-11ed-a487-0242ac1c000c,8c053434-74f7-11ed-884d-0242ac1c000c,4a0f5274-74f4-11ed-be5f-0242ac1c000c
19049c24-74f5-11ed-b0b8-0242ac1c000c,AZOGUES MATRIZ,Corrupti mollitia quod aperiam non culpa. Totam nam nisi accusantium recusandae dicta animi. Eligendi nihil autem incidunt.,927876944,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359d483e-74f7-11ed-a487-0242ac1c000c,8c053498-74f7-11ed-884d-0242ac1c000c,4a0f530a-74f4-11ed-be5f-0242ac1c000c
19049d1e-74f5-11ed-b0b8-0242ac1c000c,URCUQUI,Natus mollitia similique dolorum. Eum neque a optio voluptate laudantium quo repellat.,916477751,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359d48d4-74f7-11ed-a487-0242ac1c000c,8c0534fc-74f7-11ed-884d-0242ac1c000c,4a0f5396-74f4-11ed-be5f-0242ac1c000c
19049e36-74f5-11ed-b0b8-0242ac1c000c,MATRIZ,Blanditiis suscipit quis ipsa iste. Consequatur perspiciatis numquam laboriosam voluptate. Consequuntur dolorem adipisci.,986928381,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359d4960-74f7-11ed-a487-0242ac1c000c,8c053556-74f7-11ed-884d-0242ac1c000c,4a0f5422-74f4-11ed-be5f-0242ac1c000c
19049f3a-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - LATACUNGA,Voluptas quo dignissimos. Rerum recusandae modi nesciunt numquam.,962180213,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359d49f6-74f7-11ed-a487-0242ac1c000c,8c0535ba-74f7-11ed-884d-0242ac1c000c,4a0f54b8-74f4-11ed-be5f-0242ac1c000c
1904a048-74f5-11ed-b0b8-0242ac1c000c,SEDE - LATACUNGA,Nesciunt enim debitis expedita dolorum dolorum expedita nesciunt. Eius unde ex quae labore.,991186023,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359d4a82-74f7-11ed-a487-0242ac1c000c,8c05361e-74f7-11ed-884d-0242ac1c000c,4a0f553a-74f4-11ed-be5f-0242ac1c000c
1904a1ba-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - OTAVALO,Labore ducimus nisi dolorum atque amet suscipit. Facilis doloremque non nobis. Eum modi laboriosam quos. Ipsam consequuntur similique non quae provident.,946575007,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359d4b2c-74f7-11ed-a487-0242ac1c000c,8c053682-74f7-11ed-884d-0242ac1c000c,4a0f56fc-74f4-11ed-be5f-0242ac1c000c
1904a2be-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - PASTAZA,Nesciunt placeat asperiores quas ea perspiciatis. Eum suscipit repellendus doloremque minus minima quis exercitationem.,926279476,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359d4bc2-74f7-11ed-a487-0242ac1c000c,8c0536f0-74f7-11ed-884d-0242ac1c000c,4a0f57e2-74f4-11ed-be5f-0242ac1c000c
1904a426-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - EL PANGUI,Velit recusandae omnis beatae quis dolores et. Consequuntur earum dolor laboriosam cum porro cupiditate. Accusantium aliquid omnis fugit sint error.,902817094,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359d4c62-74f7-11ed-a487-0242ac1c000c,8c053754-74f7-11ed-884d-0242ac1c000c,4a0f5882-74f4-11ed-be5f-0242ac1c000c
1904a5f2-74f5-11ed-b0b8-0242ac1c000c,LAGO AGRIO MATRIZ,Culpa doloremque facilis unde porro reprehenderit provident. Dolorem maxime eum sunt sequi ex eligendi.,973585031,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359d4d20-74f7-11ed-a487-0242ac1c000c,8c0537b8-74f7-11ed-884d-0242ac1c000c,4a0f590e-74f4-11ed-be5f-0242ac1c000c
1904a700-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - MATRIZ,Maxime eaque nulla. Sint quod sunt accusantium. Pariatur id omnis possimus veritatis.,926372615,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359d4db6-74f7-11ed-a487-0242ac1c000c,8c05381c-74f7-11ed-884d-0242ac1c000c,4a0f5990-74f4-11ed-be5f-0242ac1c000c
1904a804-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - MILAGRO,Molestias quod deleniti vitae minima sunt ea.,925633250,Inactivo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359d4e42-74f7-11ed-a487-0242ac1c000c,8c053880-74f7-11ed-884d-0242ac1c000c,4a0f59fe-74f4-11ed-be5f-0242ac1c000c
1904a912-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - JIPIJAPA,Reiciendis nam aut tempore quae totam temporibus. Maxime facere culpa veritatis molestiae.,902535143,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359d5342-74f7-11ed-a487-0242ac1c000c,8c053902-74f7-11ed-884d-0242ac1c000c,4a0f5a76-74f4-11ed-be5f-0242ac1c000c
1904aa16-74f5-11ed-b0b8-0242ac1c000c,SANTA ELENA,Quidem dolor fuga quaerat ut repellendus.,945206787,Inactivo,5d69face-74f7-11ed-8d69-0242ac1c000c,359d54b4-74f7-11ed-a487-0242ac1c000c,8c05395c-74f7-11ed-884d-0242ac1c000c,4a0f5af8-74f4-11ed-be5f-0242ac1c000c
1904ab10-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - LA LIBERTAD,Quasi tempore architecto amet ullam nesciunt eos. Voluptates laboriosam repudiandae dolores omnis dolores consequatur. Distinctio ducimus ullam sint illum qui repellat.,907412054,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359d5568-74f7-11ed-a487-0242ac1c000c,8c0539c0-74f7-11ed-884d-0242ac1c000c,4a0f5b84-74f4-11ed-be5f-0242ac1c000c
1904ac0a-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - LOJA,Voluptate quaerat et sint enim libero repudiandae. Labore atque rerum quaerat. Commodi ad quis quaerat odio occaecati fuga.,906108566,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359d5612-74f7-11ed-a487-0242ac1c000c,8c053a24-74f7-11ed-884d-0242ac1c000c,4a0f5c10-74f4-11ed-be5f-0242ac1c000c
1904ad18-74f5-11ed-b0b8-0242ac1c000c,PEDERNALES,Aut dolore ea quia libero pariatur quos. Sequi explicabo officia porro molestias odit et. Nostrum nobis iste neque.,933797977,Activo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359d56a8-74f7-11ed-a487-0242ac1c000c,8c053a88-74f7-11ed-884d-0242ac1c000c,4a0f5ca6-74f4-11ed-be5f-0242ac1c000c
1904ae30-74f5-11ed-b0b8-0242ac1c000c,BAHIA DE CARAQUEZ,Ex impedit labore. Expedita facere odit consequatur eos placeat cupiditate. Quia nesciunt veniam repellendus enim aut labore.,951025220,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359d573e-74f7-11ed-a487-0242ac1c000c,8c053ae2-74f7-11ed-884d-0242ac1c000c,4a0f5d32-74f4-11ed-be5f-0242ac1c000c
1904af34-74f5-11ed-b0b8-0242ac1c000c,CHONE,Mollitia ipsa officia harum. Voluptates aperiam deleniti nesciunt. Necessitatibus quidem velit earum possimus quasi reprehenderit dolores.,901781761,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359d57d4-74f7-11ed-a487-0242ac1c000c,8c053b46-74f7-11ed-884d-0242ac1c000c,4a0f5dc8-74f4-11ed-be5f-0242ac1c000c
1904b024-74f5-11ed-b0b8-0242ac1c000c,EL CARMEN,Earum fugit dolore dignissimos eius non. Consectetur magni asperiores.,973774745,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359d586a-74f7-11ed-a487-0242ac1c000c,8c053c40-74f7-11ed-884d-0242ac1c000c,4a0f5e4a-74f4-11ed-be5f-0242ac1c000c
1904b100-74f5-11ed-b0b8-0242ac1c000c,SEDE - MACHALA,Cumque ut modi dicta ducimus nisi. Facere ab ipsum. Aspernatur nostrum quos.,982974838,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359d5900-74f7-11ed-a487-0242ac1c000c,8c053ce0-74f7-11ed-884d-0242ac1c000c,4a0f5ed6-74f4-11ed-be5f-0242ac1c000c
1904b1f0-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - QUITO,Fugit eius commodi. Amet rerum autem labore quidem vel sed.,923881972,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359d59a0-74f7-11ed-a487-0242ac1c000c,8c053d4e-74f7-11ed-884d-0242ac1c000c,4a0f5fd0-74f4-11ed-be5f-0242ac1c000c
1904b2e0-74f5-11ed-b0b8-0242ac1c000c,AZOGUES,Ipsa ipsam reiciendis vero. Nemo iusto provident laudantium. Praesentium nisi quis assumenda.,934139449,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359d5a40-74f7-11ed-a487-0242ac1c000c,8c053db2-74f7-11ed-884d-0242ac1c000c,4a0f6066-74f4-11ed-be5f-0242ac1c000c
1904b3c6-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - SAMBORONDON,Incidunt asperiores voluptas saepe iste fuga. Fugit reiciendis nemo voluptates. Nulla numquam minus.,986482159,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359d5ad6-74f7-11ed-a487-0242ac1c000c,8c053e0c-74f7-11ed-884d-0242ac1c000c,4a0f60e8-74f4-11ed-be5f-0242ac1c000c
1904b4b6-74f5-11ed-b0b8-0242ac1c000c,TULCAN,Fugit aut nostrum itaque eveniet vero neque. Nobis cumque excepturi.,969290411,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359d5b6c-74f7-11ed-a487-0242ac1c000c,8c053e70-74f7-11ed-884d-0242ac1c000c,4a0f6160-74f4-11ed-be5f-0242ac1c000c
1904b600-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - BABAHOYO,Doloribus excepturi corporis eum harum. A eligendi unde alias illum.,957929187,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359d5c02-74f7-11ed-a487-0242ac1c000c,8c053eca-74f7-11ed-884d-0242ac1c000c,4a0f61ce-74f4-11ed-be5f-0242ac1c000c
1904b6fa-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - PUYO,Dicta sequi suscipit distinctio soluta recusandae exercitationem quas. Laborum odit corrupti adipisci nam. Deserunt accusantium nulla suscipit.,963588270,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359d5ca2-74f7-11ed-a487-0242ac1c000c,8c053f2e-74f7-11ed-884d-0242ac1c000c,4a0f6246-74f4-11ed-be5f-0242ac1c000c
1904b7e0-74f5-11ed-b0b8-0242ac1c000c,SEDE - QUEVEDO,Adipisci temporibus laudantium culpa enim aliquam dolores beatae. Maiores consequatur voluptas aspernatur animi quo animi.,928984002,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359d5d38-74f7-11ed-a487-0242ac1c000c,8c053f92-74f7-11ed-884d-0242ac1c000c,4a0f62d2-74f4-11ed-be5f-0242ac1c000c
1904bfb0-74f5-11ed-b0b8-0242ac1c000c,SEDE - PUYO,Voluptates quod nulla cumque delectus. Quasi ducimus error. Est molestias accusamus perspiciatis unde aliquam qui.,901519979,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359d5dce-74f7-11ed-a487-0242ac1c000c,8c053fec-74f7-11ed-884d-0242ac1c000c,4a0f635e-74f4-11ed-be5f-0242ac1c000c
1904c12c-74f5-11ed-b0b8-0242ac1c000c,MATRIZ - PUYO,Quis eius aut ab. Nesciunt perferendis accusamus vitae dicta consectetur provident.,924570724,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359d5e6e-74f7-11ed-a487-0242ac1c000c,8c054078-74f7-11ed-884d-0242ac1c000c,4a0f63ea-74f4-11ed-be5f-0242ac1c000c
1904c226-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - IBARRA,Temporibus eius magnam sapiente numquam nesciunt. Occaecati quia consequuntur libero odit ipsa.,902742849,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359d5f40-74f7-11ed-a487-0242ac1c000c,8c0540dc-74f7-11ed-884d-0242ac1c000c,4a0f646c-74f4-11ed-be5f-0242ac1c000c
1904c320-74f5-11ed-b0b8-0242ac1c000c,EXTENSION - RIOBAMBA,Ullam modi quas omnis. Saepe pariatur adipisci a nulla fugit iure. Quidem nihil vitae dicta molestiae.,971641638,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359d5fd6-74f7-11ed-a487-0242ac1c000c,8c054136-74f7-11ed-884d-0242ac1c000c,4a0f6502-74f4-11ed-be5f-0242ac1c000c
